USERNAME, TIMESTAMP, ACTION, RESOURCE
qylarry, 10/18/2015 04:21:43AM, import, office visit OV01979
fzalcala, 10/18/2015 04:38:20AM, update, notification NX3622
lqmadden, 10/18/2015 07:07:16AM, cancel, system alert CA03417
qylarry, 10/18/2015 10:57:43AM, sort, appointment A004034
lqmadden, 10/18/2015 01:20:58PM, update, ICD Code 26
fzalcala, 10/18/2015 03:52:39PM, update, ICD Code 26
quhundley, 10/19/2015 12:33:17AM, delete, notification NX4358
quhundley, 10/19/2015 09:57:12AM, sort, office visit OV02680
quhundley, 10/19/2015 11:56:37AM, order, notification NX1379
dsblythe, 10/20/2015 01:41:14AM, assign, system alert CA00191
xcherndon, 10/20/2015 09:47:05AM, delete, notification NX4358
quhundley, 10/20/2015 12:14:00AM, enable, system alert CA04762
qylarry, 10/20/2015 01:02:36PM, merge, system alert CA02137
fzalcala, 10/20/2015 03:47:37PM, modify, notification NX2312
xcherndon, 10/20/2015 09:59:43PM, schedule, system alert CA01893
dsblythe, 10/21/2015 07:02:19AM, unmerge, notification NX1624
qylarry, 10/21/2015 09:54:28AM, order, notification NX1379
lqmadden, 10/21/2015 06:01:00PM, view, message M5402
qylarry, 10/22/2015 01:54:53AM, create, message M5460
fzalcala, 10/22/2015 04:20:00AM, cancel, office visit OV00234
xcherndon, 10/22/2015 06:42:30PM, query, notification NX2872
dsblythe, 10/23/2015 04:52:50AM, cancel, system alert CA04602
xcherndon, 10/23/2015 10:24:40AM, schedule, appointment A002321
xcherndon, 10/23/2015 12:45:11PM, schedule, system alert CA01463
fzalcala, 10/24/2015 03:09:14AM, merge, message M3992
quhundley, 10/24/2015 11:07:40AM, resolve, office visit OV05076
qylarry, 10/24/2015 02:03:05PM, unmerge, notification NX1624
dsblythe, 10/24/2015 02:39:01PM, access, appointment A004762
fzalcala, 10/24/2015 03:05:05PM, import, office visit OV02939
dsblythe, 10/24/2015 05:29:37PM, sort, system alert CA04760
quhundley, 10/24/2015 05:43:11PM, order, notification NX1379
dsblythe, 10/24/2015 06:50:05PM, export, appointment A004719
fzalcala, 10/24/2015 12:49:56PM, modify, patient specific instructions A1473
dsblythe, 10/25/2015 01:00:19PM, create, system alert CA04816
fzalcala, 10/25/2015 03:42:53PM, access, system alert CA04258
qylarry, 10/25/2015 05:18:25PM, update, ICD Code 26
lqmadden, 10/25/2015 10:20:14PM, delete, notification NX0404
xcherndon, 10/25/2015 12:57:48PM, update, patient specific instructions A905
qylarry, 10/26/2015 02:28:08AM, sort, system alert CA04573
qylarry, 10/26/2015 04:09:29PM, access, system alert CA00245
quhundley, 10/27/2015 02:57:05PM, query, HL7 Code 288
fzalcala, 11/01/2015 03:51:29AM, assign, system alert CA02305
lqmadden, 11/01/2015 04:02:21AM, modify, notification NX2143
qylarry, 11/01/2015 11:56:35PM, merge, office visit OV03122
fzalcala, 11/02/2015 03:50:45AM, view, appointment A002502
xcherndon, 11/02/2015 11:38:37AM, view, message M5089
dsblythe, 11/03/2015 11:11:54AM, modify, ICD-9 Code 309
qylarry, 11/03/2015 11:29:10AM, resolve, notification NX4608
quhundley, 11/04/2015 03:24:10AM, resolve, notification NX4608
lqmadden, 11/04/2015 12:30:40AM, create, office visit OV04060
quhundley, 11/04/2015 05:33:03PM, query, notification NX2872
quhundley, 11/05/2015 01:43:17AM, view, appointment A003176
qylarry, 11/05/2015 06:08:23AM, resolve, ICD-10 Code 394
lqmadden, 11/05/2015 09:32:40AM, merge, ND code 29
lqmadden, 11/06/2015 12:57:27AM, disable, notification NX0207
qylarry, 11/06/2015 08:09:35AM, schedule, system alert CA01078
dsblythe, 11/06/2015 09:01:55AM, print, office visit OV00092
dsblythe, 11/06/2015 12:35:33PM, export, appointment A000472
qylarry, 11/06/2015 04:26:30PM, unmerge, system alert CA00345
fzalcala, 11/06/2015 05:37:48PM, resolve, notification NX4608
quhundley, 11/06/2015 06:31:42PM, query, notification NX2287
xcherndon, 11/06/2015 08:44:51PM, resolve, office visit OV05076
fzalcala, 11/06/2015 10:37:14PM, export, CPT Code 52
dsblythe, 11/07/2015 12:21:33AM, query, notification NX2872
fzalcala, 11/07/2015 04:07:15AM, export, appointment A003407
dsblythe, 11/07/2015 10:28:20AM, cancel, office visit OV01843
lqmadden, 11/07/2015 12:02:16PM, disable, office visit OV03696
dsblythe, 11/08/2015 01:18:12AM, print, message M4671
lqmadden, 11/08/2015 02:54:47AM, create, message M4467
fzalcala, 11/08/2015 04:58:01AM, update, notification NX0017
xcherndon, 11/08/2015 07:57:26AM, cancel, notification NX1842
xcherndon, 11/08/2015 11:14:57AM, complete, office visit OV04294
quhundley, 11/08/2015 10:09:55PM, import, notification NX0075
lqmadden, 11/09/2015 12:58:31AM, query, system alert CA02891
quhundley, 11/09/2015 09:17:10AM, query, appointment A001519
xcherndon, 11/09/2015 12:25:03PM, print, office visit OV00092
qylarry, 11/09/2015 02:51:01PM, import, office visit OV02939
fzalcala, 11/09/2015 09:03:15PM, order, appointment A000103
qylarry, 11/10/2015 12:51:00AM, complete, appointment A003583
quhundley, 11/10/2015 11:50:43AM, view, patient specific instructions A663
fzalcala, 11/10/2015 01:17:35PM, query, notification NX2872
qylarry, 11/10/2015 04:18:33PM, unmerge, system alert CA00277
xcherndon, 11/10/2015 05:36:53PM, delete, notification NX2338
lqmadden, 11/10/2015 12:11:32PM, update, notification NX0017
lqmadden, 11/11/2015 05:38:41AM, schedule, system alert CA01893
qylarry, 11/11/2015 10:23:40AM, complete, system alert CA03406
fzalcala, 11/12/2015 12:10:24AM, modify, appointment A003833
xcherndon, 11/12/2015 02:49:58AM, merge, message M3062
lqmadden, 11/12/2015 03:44:05AM, create, message M4467
lqmadden, 11/12/2015 08:42:54AM, unmerge, system alert CA03572
qylarry, 11/12/2015 12:04:35PM, modify, notification NX2143
fzalcala, 11/12/2015 08:51:06PM, resolve, ICD-9 Code 194
fzalcala, 11/13/2015 02:10:11AM, query, HL7 Code 288
lqmadden, 11/13/2015 03:59:34AM, create, message M4467
qylarry, 11/13/2015 11:56:41AM, export, appointment A004719
qylarry, 11/13/2015 09:59:34PM, print, notification NX2286
qylarry, 11/14/2015 05:19:17AM, unmerge, notification NX3558
fzalcala, 11/14/2015 08:39:33AM, update, CPT Code 89
qylarry, 11/14/2015 04:51:16PM, complete, appointment A000237
quhundley, 11/14/2015 06:38:17PM, create, office visit OV01854
quhundley, 11/15/2015 02:55:36AM, unmerge, notification NX4544
qylarry, 11/15/2015 04:00:18AM, schedule, appointment A002321
xcherndon, 11/15/2015 06:01:21AM, query, HL7 Code 288
quhundley, 11/15/2015 07:48:52PM, enable, office visit OV01897
lqmadden, 11/15/2015 08:00:31PM, complete, appointment A003583
quhundley, 11/16/2015 09:56:06PM, sort, appointment A005008
xcherndon, 11/17/2015 05:18:07PM, schedule, appointment A004513
lqmadden, 11/17/2015 10:22:25PM, import, office visit OV01979
qylarry, 11/18/2015 06:35:23AM, complete, message M3214
quhundley, 11/18/2015 12:25:50AM, unmerge, system alert CA00345
lqmadden, 11/18/2015 02:50:15PM, update, notification NX0390
xcherndon, 11/18/2015 06:54:54PM, export, office visit OV02309
xcherndon, 11/19/2015 04:50:41AM, export, office visit OV03450
lqmadden, 11/19/2015 05:15:48AM, update, system alert CA04557
lqmadden, 11/19/2015 06:31:47AM, complete, ICD-9 Code 905
quhundley, 11/19/2015 09:11:18PM, update, notification NX0017
dsblythe, 11/20/2015 04:39:10AM, assign, patient specific instructions A1025
lqmadden, 11/20/2015 12:08:43PM, delete, notification NX2338
lqmadden, 11/21/2015 02:19:15AM, cancel, system alert CA03417
dsblythe, 11/21/2015 04:39:14AM, resolve, system alert CA03516
lqmadden, 11/21/2015 06:38:59AM, modify, notification NX2143
fzalcala, 11/21/2015 02:39:31PM, enable, system alert CA04762
quhundley, 11/21/2015 03:24:08PM, schedule, system alert CA01893
quhundley, 11/21/2015 07:48:55PM, unmerge, LOINC code 273
quhundley, 11/21/2015 09:47:07PM, resolve, ICD-9 Code 444
lqmadden, 11/21/2015 12:59:01PM, sort, appointment A004034
fzalcala, 11/22/2015 12:14:34AM, import, office visit OV02939
quhundley, 11/22/2015 04:30:21AM, delete, notification NX4358
fzalcala, 11/22/2015 10:31:48PM, modify, appointment A003833
xcherndon, 11/23/2015 03:09:44PM, unmerge, system alert CA00277
qylarry, 11/23/2015 04:10:36PM, unmerge, message M5024
qylarry, 11/23/2015 04:57:31PM, update, patient specific instructions A532
xcherndon, 11/23/2015 05:38:02PM, cancel, notification NX1842
xcherndon, 11/23/2015 12:43:33PM, cancel, office visit OV00234
qylarry, 11/24/2015 02:17:53AM, query, notification NX2287
fzalcala, 11/24/2015 09:05:57AM, modify, office visit OV03948
fzalcala, 11/24/2015 12:10:42PM, query, notification NX2872
qylarry, 11/24/2015 04:22:59PM, print, office visit OV02789
lqmadden, 11/24/2015 05:00:39PM, export, office visit OV04684
lqmadden, 11/25/2015 01:42:29PM, schedule, appointment A002321
lqmadden, 11/25/2015 02:26:38PM, export, office visit OV02309
lqmadden, 11/25/2015 02:40:04PM, create, ICD-9 Code 130
lqmadden, 11/25/2015 04:36:45PM, complete, message M3214
xcherndon, 11/25/2015 10:42:45PM, print, office visit OV00092
xcherndon, 11/26/2015 04:14:58AM, order, system alert CA04806
xcherndon, 11/26/2015 06:43:01PM, modify, message M1767
fzalcala, 12/01/2015 09:29:01AM, modify, notification NX3875
dsblythe, 12/01/2015 09:38:41PM, resolve, notification NX0525
quhundley, 12/01/2015 12:08:16PM, export, office visit OV03450
dsblythe, 12/02/2015 02:59:26AM, print, ICD-9 Code 397
fzalcala, 12/02/2015 06:57:08AM, unmerge, notification NX1034
quhundley, 12/02/2015 05:52:19PM, schedule, appointment A002321
lqmadden, 12/02/2015 12:58:25PM, export, system alert CA04084
xcherndon, 12/03/2015 05:08:47AM, update, office visit OV04352
quhundley, 12/03/2015 07:09:46AM, assign, appointment A003821
fzalcala, 12/03/2015 12:21:44PM, create, appointment A004435
qylarry, 12/03/2015 01:47:15PM, resolve, notification NX0525
qylarry, 12/03/2015 05:05:18PM, unmerge, LOINC code 273
dsblythe, 12/03/2015 09:03:21PM, update, CPT Code 89
qylarry, 12/04/2015 01:28:25AM, query, appointment A001519
xcherndon, 12/04/2015 01:38:54AM, cancel, office visit OV01843
lqmadden, 12/04/2015 02:02:16AM, delete, patient specific instructions A733
dsblythe, 12/04/2015 02:31:57AM, complete, ICD-9 Code 905
lqmadden, 12/04/2015 04:15:56AM, create, ICD-9 Code 130
qylarry, 12/04/2015 07:12:14AM, modify, appointment A003833
dsblythe, 12/04/2015 11:20:55AM, merge, message M1235
qylarry, 12/04/2015 12:55:00AM, create, message M3668
qylarry, 12/04/2015 06:39:21PM, view, appointment A002502
quhundley, 12/04/2015 07:43:17PM, print, notification NX1293
dsblythe, 12/04/2015 07:53:30PM, modify, notification NX2143
xcherndon, 12/05/2015 04:03:32AM, export, system alert CA04126
quhundley, 12/05/2015 04:05:35AM, export, office visit OV03450
lqmadden, 12/05/2015 12:45:32AM, complete, office visit OV01025
dsblythe, 12/05/2015 04:01:33PM, delete, patient specific instructions A733
lqmadden, 12/05/2015 10:12:50PM, view, message M5089
quhundley, 12/05/2015 11:44:59PM, print, system alert CA02463
quhundley, 12/06/2015 01:28:44AM, resolve, patient specific instructions A1079
qylarry, 12/06/2015 03:31:52AM, print, office visit OV00092
fzalcala, 12/08/2015 02:10:21AM, modify, HL7 Code 282
xcherndon, 12/08/2015 05:19:46AM, sort, appointment A005008
lqmadden, 12/08/2015 10:15:14AM, export, system alert CA04084
lqmadden, 12/08/2015 10:18:52AM, cancel, office visit OV01843
qylarry, 12/08/2015 01:04:32PM, unmerge, notification NX1624
quhundley, 12/08/2015 08:26:28PM, query, appointment A001519
xcherndon, 12/08/2015 10:20:40PM, order, system alert CA04806
quhundley, 12/09/2015 06:56:08AM, unmerge, notification NX1624
quhundley, 12/09/2015 10:58:51AM, schedule, system alert CA01893
lqmadden, 12/09/2015 01:54:47PM, create, system alert CA04840
fzalcala, 12/10/2015 02:38:56AM, disable, appointment A000770
lqmadden, 12/10/2015 12:27:55AM, create, system alert CA01597
fzalcala, 12/11/2015 09:02:06AM, assign, office visit OV01345
lqmadden, 12/11/2015 11:18:11AM, create, office visit OV01243
dsblythe, 12/11/2015 12:14:27PM, modify, notification NX2392
xcherndon, 12/11/2015 12:37:36AM, resolve, notification NX0525
qylarry, 12/11/2015 02:51:20PM, cancel, office visit OV01170
qylarry, 12/11/2015 10:18:55PM, export, CPT Code 52
fzalcala, 12/11/2015 12:30:39PM, export, office visit OV02309
lqmadden, 12/12/2015 01:14:58AM, disable, appointment A000770
lqmadden, 12/12/2015 06:16:02AM, create, office visit OV01243
fzalcala, 12/12/2015 12:53:57AM, modify, patient specific instructions A1473
lqmadden, 12/12/2015 05:55:09PM, assign, system alert CA00191
xcherndon, 12/12/2015 09:48:26PM, complete, message M2049
qylarry, 12/13/2015 05:09:44AM, view, message M4105
fzalcala, 12/13/2015 12:41:13PM, cancel, system alert CA04602
qylarry, 12/14/2015 01:56:52AM, access, system alert CA00245
qylarry, 12/14/2015 03:13:24AM, cancel, notification NX1118
fzalcala, 12/14/2015 07:33:56PM, unmerge, system alert CA03572
dsblythe, 12/14/2015 07:40:07PM, create, system alert CA04840
lqmadden, 12/15/2015 05:16:35AM, update, office visit OV02205
qylarry, 12/15/2015 03:14:24PM, assign, ICD-9 Code 790
quhundley, 12/15/2015 04:00:15PM, print, system alert CA04892
dsblythe, 12/15/2015 06:05:27PM, import, office visit OV01979
qylarry, 12/16/2015 02:55:10AM, complete, ICD-9 Code 905
fzalcala, 12/16/2015 09:21:26PM, create, message M3668
qylarry, 12/17/2015 01:34:00AM, update, CPT Code 89
dsblythe, 12/17/2015 10:41:13AM, order, appointment A004704
xcherndon, 12/17/2015 11:01:07AM, view, appointment A002502
xcherndon, 12/17/2015 08:51:49PM, order, notification NX1379
lqmadden, 12/18/2015 04:30:06PM, cancel, office visit OV00234
qylarry, 12/18/2015 12:24:31PM, query, patient specific instructions A835
dsblythe, 12/19/2015 06:59:04AM, export, office visit OV02309
lqmadden, 12/19/2015 10:34:51AM, complete, ICD-9 Code 905
xcherndon, 12/20/2015 04:06:22AM, resolve, office visit OV05076
dsblythe, 12/20/2015 08:36:18AM, unmerge, system alert CA02196
qylarry, 12/20/2015 08:39:51AM, assign, system alert CA03862
xcherndon, 12/20/2015 03:45:18PM, update, dependent 2 phone number
qylarry, 12/20/2015 08:08:05PM, resolve, office visit OV05244
qylarry, 12/20/2015 12:12:45PM, cancel, system alert CA02174
fzalcala, 12/21/2015 02:16:11AM, update, notification NX0017
qylarry, 12/21/2015 03:26:57AM, enable, ICD-9 Code 1104
xcherndon, 12/21/2015 05:00:43AM, print, system alert CA04407
xcherndon, 12/21/2015 06:19:03AM, resolve, notification NX4608
lqmadden, 12/21/2015 10:15:19AM, merge, message M3992
fzalcala, 12/21/2015 12:53:32PM, create, office visit OV02431
fzalcala, 12/21/2015 06:31:26PM, resolve, ICD-9 Code 194
qylarry, 12/21/2015 09:33:59PM, export, system alert CA00761
quhundley, 12/22/2015 02:46:18AM, assign, notification NX2765
xcherndon, 12/22/2015 04:39:56AM, disable, appointment A000770
lqmadden, 12/22/2015 04:42:36AM, delete, notification NX2338
quhundley, 12/22/2015 06:05:28AM, view, message M3029
xcherndon, 12/22/2015 08:25:01AM, update, CPT Code 89
lqmadden, 12/22/2015 02:40:34PM, modify, office visit OV02810
qylarry, 12/22/2015 06:34:24PM, create, notification NX2430
qylarry, 12/22/2015 09:32:36PM, disable, office visit OV03696
xcherndon, 12/23/2015 10:01:55AM, access, message M4525
lqmadden, 12/23/2015 10:40:48AM, resolve, notification NX0525
xcherndon, 12/23/2015 11:52:41AM, complete, ICD-9 Code 905
dsblythe, 12/23/2015 03:05:10PM, modify, office visit OV00050
dsblythe, 12/24/2015 12:39:45AM, cancel, ICD-10 Code 423
quhundley, 12/24/2015 02:48:05AM, schedule, appointment A002321
lqmadden, 12/24/2015 11:24:23AM, enable, office visit OV01897
fzalcala, 12/24/2015 07:39:32PM, view, notification NX1035
qylarry, 12/25/2015 06:22:02PM, schedule, system alert CA01078
lqmadden, 12/25/2015 10:31:58PM, disable, appointment A000770
xcherndon, 12/26/2015 09:34:24AM, query, system alert CA02589
xcherndon, 12/26/2015 12:03:08AM, import, system alert CA01287
lqmadden, 12/26/2015 07:35:11PM, order, system alert CA04806
quhundley, 12/26/2015 10:41:30PM, resolve, notification NX0525
xcherndon, 12/27/2015 02:11:27AM, sort, notification NX3903
dsblythe, 12/27/2015 07:19:22AM, query, message M5221
xcherndon, 12/27/2015 11:12:52AM, print, ICD-9 Code 397
dsblythe, 12/27/2015 03:29:10PM, print, office visit OV00092
fzalcala, 12/27/2015 11:33:49PM, import, office visit OV02939
quhundley, 01/01/2016 05:04:22AM, merge, notification NX4949
quhundley, 01/02/2016 10:14:15AM, sort, patient specific instructions A1409
lqmadden, 01/02/2016 03:40:53PM, enable, system alert CA04762
fzalcala, 01/02/2016 05:55:39PM, export, message M5431
lqmadden, 01/02/2016 07:47:42PM, access, message M4525
fzalcala, 01/02/2016 09:34:59PM, modify, ICD-9 Code 309
xcherndon, 01/03/2016 08:39:59AM, export, system alert CA04826
qylarry, 01/03/2016 09:09:11PM, sort, office visit OV02680
dsblythe, 01/03/2016 09:39:11PM, query, message M2547
qylarry, 01/04/2016 04:36:06AM, resolve, ICD-9 Code 444
fzalcala, 01/04/2016 07:45:53AM, resolve, patient specific instructions A353
lqmadden, 01/04/2016 08:12:23AM, create, message M1510
dsblythe, 01/04/2016 05:56:06PM, enable, system alert CA04762
fzalcala, 01/04/2016 12:11:00PM, import, notification NX0045
fzalcala, 01/05/2016 03:17:14AM, query, notification NX2872
qylarry, 01/05/2016 11:54:07AM, resolve, notification NX4608
quhundley, 01/05/2016 10:56:13PM, unmerge, office visit OV02858
dsblythe, 01/05/2016 10:57:08PM, enable, office visit OV01897
lqmadden, 01/06/2016 08:58:28AM, complete, system alert CA01389
quhundley, 01/06/2016 07:26:36PM, merge, office visit OV03122
fzalcala, 01/06/2016 10:09:41PM, import, office visit OV02939
qylarry, 01/06/2016 11:06:19PM, complete, ND code 245
xcherndon, 01/06/2016 12:27:08PM, update, notification NX3622
qylarry, 01/07/2016 12:59:01AM, schedule, appointment A002321
dsblythe, 01/07/2016 01:25:01AM, create, message M3668
lqmadden, 01/07/2016 03:15:39AM, resolve, office visit OV00232
qylarry, 01/07/2016 04:04:01AM, assign, notification NX1212
dsblythe, 01/07/2016 06:54:41PM, view, notification NX2816
xcherndon, 01/08/2016 03:56:22AM, print, notification NX1293
quhundley, 01/08/2016 06:11:03AM, sort, patient specific instructions A61
quhundley, 01/08/2016 08:06:44AM, complete, ICD-9 Code 905
fzalcala, 01/08/2016 11:38:16AM, create, message M3668
lqmadden, 01/08/2016 12:33:00AM, assign, system alert CA00191
qylarry, 01/08/2016 02:02:44PM, resolve, ICD-10 Code 394
dsblythe, 01/08/2016 07:17:05PM, disable, patient specific instructions A541
fzalcala, 01/09/2016 05:29:53AM, create, system alert CA04840
qylarry, 01/09/2016 09:46:15AM, complete, ND code 245
quhundley, 01/09/2016 11:28:54AM, import, office visit OV02939
fzalcala, 01/10/2016 04:40:21AM, query, notification NX2287
fzalcala, 01/10/2016 05:11:22AM, assign, ICD-9 Code 790
qylarry, 01/10/2016 08:11:45AM, cancel, notification NX1842
dsblythe, 01/10/2016 01:34:33PM, access, office visit OV00796
fzalcala, 01/10/2016 05:32:26PM, schedule, appointment A002321
xcherndon, 01/10/2016 06:11:59PM, disable, patient specific instructions A541
lqmadden, 01/10/2016 06:23:34PM, export, ICD-9 Code 1299
